id,created_date,modified_date,is_active,name,description,code,created_by_id,modified_by_id
1,02/13/2018 16:27:00,02/13/2018 16:27:00,TRUE,View,View the all data from screen,SCREEN_VIEW,1,1
2,02/13/2018 16:27:00,02/13/2018 16:27:00,TRUE,Create,Create the new record from screen,BTN_CREATE,1,1
3,02/13/2018 16:27:00,02/13/2018 16:27:00,TRUE,Write,Write the datas from screen,BTN_WRITE,1,1
4,02/13/2018 16:27:00,02/13/2018 16:27:00,TRUE,Delete,Delete the particular record from screen,BTN_DELETE,1,1
