id,created_date,modified_date,is_active,kpi_definition,kpi_plan,kpi_starting_perf,kpi_units,created_by_id,kpi_custom_rating_scheme_id_id,kpi_measure_frequency_refitem_id,kpi_role_id,modified_by_id
73,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Functional Leadership,80,60,Percentage,1,3,208,8,1
74,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Team Collaboration,80,70,Percentage,1,3,208,8,1
75,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Employee Engagement ,80,60,Percentage,1,3,208,8,1
76,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Commercial Viability,70,50,Percentage,1,3,208,8,1
77,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Customer Satisfaction,90,80,Percentage,1,3,208,8,1
78,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Innovation,70,50,Percentage,1,3,208,9,1
79,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Performance Engineering - Improve software application performance,80,60,Percentage,1,3,208,9,1
80,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Security Engineering - Increase data security and prevent breakdown incidents,90,70,Percentage,1,3,208,9,1
81,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Process Compliance ,100,90,Percentage,1,3,208,9,1
82,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Ontime Delivery,90,80,Percentage,1,3,208,9,1
83,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Technical Leadership,80,60,Percentage,1,3,208,9,1
84,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Functional Leadership,80,60,Percentage,1,3,208,9,1
85,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Team Collaboration,80,70,Percentage,1,3,208,9,1
86,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Employee Engagement ,80,60,Percentage,1,3,208,9,1
87,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Commercial Viability,70,50,Percentage,1,3,208,9,1
88,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Customer Satisfaction,90,80,Percentage,1,3,208,9,1
89,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Innovation,70,50,Percentage,1,3,208,10,1
90,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Performance Engineering - Improve software application performance,80,60,Percentage,1,3,208,10,1
91,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Security Engineering - Increase data security and prevent breakdown incidents,90,70,Percentage,1,3,208,10,1
92,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Process Compliance ,100,90,Percentage,1,3,208,10,1
93,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Ontime Delivery,90,80,Percentage,1,3,208,10,1
94,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Technical Leadership,80,60,Percentage,1,3,208,10,1
95,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Functional Leadership,80,60,Percentage,1,3,208,10,1
96,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Team Collaboration,80,70,Percentage,1,3,208,10,1
97,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Employee Engagement ,80,60,Percentage,1,3,208,10,1
98,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Commercial Viability,70,50,Percentage,1,3,208,10,1
99,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Customer Satisfaction,90,80,Percentage,1,3,208,10,1
100,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Innovation,70,50,Percentage,1,3,208,11,1
101,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Performance Engineering - Improve software application performance,80,60,Percentage,1,3,208,11,1
102,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Security Engineering - Increase data security and prevent breakdown incidents,90,70,Percentage,1,3,208,11,1
103,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Process Compliance ,100,90,Percentage,1,3,208,11,1
104,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Ontime Delivery,90,80,Percentage,1,3,208,11,1
105,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Technical Leadership,80,60,Percentage,1,3,208,11,1
106,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Functional Leadership,80,60,Percentage,1,3,208,11,1
107,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Team Collaboration,80,70,Percentage,1,3,208,11,1
108,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Employee Engagement ,80,60,Percentage,1,3,208,11,1
109,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Commercial Viability,70,50,Percentage,1,3,208,11,1
110,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Customer Satisfaction,90,80,Percentage,1,3,208,11,1
