id,created_date,modified_date,is_active,asset_model_code,asset_configuration,asset_serial,asset_purchase_date,asset_warranty,asset_expiration_date,asset_remarks,asset_address,asset_brown_goods,asset_white_goods,asset_division_id,asset_make_refitem_id,asset_model_refitem_id,asset_model_type_refitem_id,asset_org_id,asset_org_unit_id,asset_status_refitem_id,created_by_id,modified_by_id
263,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MN024,22 inch HD Monitor,CN-0VJH96-74445-55M-362U,2016-01-08 05:30:00+05:30,,,,,,,,432,456,416,2,7,424,1,1
264,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MN021,22 inch HD Monitor,CN-0VJH96-74445-526-930U,2016-01-08 05:30:00+05:30,,,,,,,,432,456,416,2,7,424,1,1
265,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-KE036,Keyboard,BC3880EVBVYET,2016-01-15 05:30:00+05:30,,,,,,,,439,466,418,2,7,424,1,1
266,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MU041,Mouse,CN-011D3V715811880XTK,2016-01-08 05:30:00+05:30,,,,,,,,432,961,419,2,7,424,1,1
267,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-WO036,"i5-2400 3.10Gh,8Gb ,windows 7",B2F6B2S,2016-01-15 05:30:00+05:30,,,,,,,,432,443,421,2,7,424,1,1
268,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-KE083,Keyboard,CN-0C645N-71616-5B1-ORME,2016-01-08 05:30:00+05:30,,,,,,,,432,979,418,2,7,424,1,1
269,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MU046,Mouse,CN-011D3U715811881M49,2016-01-08 05:30:00+05:30,,,,,,,,432,961,419,2,7,424,1,1
270,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-WO059,"i5-2400 3.10Gh,10GB,320Gb,Ubuntu14.4",9JNP92S,2016-01-15 05:30:00+05:30,,,,,,,,432,444,421,2,7,424,1,1
271,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-TA002,,,2016-01-15 05:30:00+05:30,,,,,,,,,,885,2,7,423,1,1
272,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-TA003,,,2016-01-15 05:30:00+05:30,,,,,,,,,,885,2,7,423,1,1
273,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-TA004,,,2016-01-15 05:30:00+05:30,,,,,,,,,,885,2,7,423,1,1
274,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-KE069,Keyboard,CN-0RH6596589002304Y0,2016-01-08 05:30:00+05:30,,,,,,,,432,987,418,2,7,424,1,1
275,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MN047,,CN-0WM497641807CJ31EL,2016-01-15 05:30:00+05:30,,,,,,,,432,,416,2,7,424,1,1
276,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-WO017,"i3,2GB,500GB, 3.1 Ghz,ubuntu 14.4",236VWQ1,2016-01-15 05:30:00+05:30,,,,,,,,432,442,421,2,7,424,1,1
277,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MU035,Mouse,LZ437J1073A,2016-01-15 05:30:00+05:30,,,,,,,,440,953,419,2,7,424,1,1
278,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-LA003,"i7, 2.0 Ghz, 12 GB,1 TB",EWOCV213301504,2016-01-15 05:30:00+05:30,,,,,,,,436,448,434,2,7,424,1,1
279,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-KE013,Keyboard,CN-04G481-71616-54F-0831-A00,2015-07-09 05:30:00+05:30,,,,,,,,432,459,418,2,7,424,1,1
280,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MN025,22 inch HD Monitor,CN-0VJH96-74445-55M-357U,2016-01-08 05:30:00+05:30,,,,,,,,432,456,416,2,7,424,1,1
281,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-WO052,"i5-2400 3.10Gh,8GB,windows 8",G6RFC2S,2016-01-15 05:30:00+05:30,,,,,,,,432,444,421,2,7,424,1,1
282,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-KE071,Keyboard,CN-07347F7161605E0KN3A01,2016-01-08 05:30:00+05:30,,,,,,,,432,987,418,2,7,424,1,1
283,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MU059,Mouse,FATSK0MN31G2TB,2016-01-15 05:30:00+05:30,,,,,,,,439,966,419,2,7,424,1,1
284,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-KE067,Keyboard,CN-054JM67158138J014UA01,2016-01-08 05:30:00+05:30,,,,,,,,432,987,418,2,7,424,1,1
285,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MN061,,CN-0WM497641807CA27KL,2016-01-15 05:30:00+05:30,,,,,,,,432,,416,2,7,424,1,1
286,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-WO014,"i5,500GB, 6GB,Ubuntu 14.04",4F9RX52,2015-07-09 05:30:00+05:30,,,,,,,,432,441,421,2,7,424,1,1
287,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MU072,Mouse,XN966,2016-01-15 05:30:00+05:30,,,,,,,,432,967,419,2,7,424,1,1
288,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-WO018,"i3,6GB,500GB, 3.1 Ghz, Windows",22WPWQ1,2016-01-15 05:30:00+05:30,,,,,,,,432,442,421,2,7,424,1,1
289,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-KE063,Keyboard,BC3880AVBU75RN,2016-01-15 05:30:00+05:30,,,,,,,,439,949,418,2,7,424,1,1
290,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MB001,,CP8101308080390,2016-01-15 05:30:00+05:30,,,,,,,,,,872,2,7,424,1,1
291,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MB002,,35AFS6B26A,2016-01-15 05:30:00+05:30,,,,,,,,,,872,2,7,424,1,1
292,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MB003,,35AB2N6NL260A,2016-01-15 05:30:00+05:30,,,,,,,,,,872,2,7,424,1,1
293,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MN067,,CN-0WM4976418082T1J3M,2016-01-15 05:30:00+05:30,,,,,,,,432,,416,2,7,424,1,1
294,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MU064,Mouse,FATSK0K5BYNIBV,2016-01-15 05:30:00+05:30,,,,,,,,439,966,419,2,7,424,1,1
295,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-WO048,"i5-2400 3.10Gh,8GB,Ubuntu 14.4",HNW3B2S,2016-01-15 05:30:00+05:30,,,,,,,,432,444,421,2,7,424,1,1
296,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-KE053,Keyboard,B77B50AVBR7493,2016-01-15 05:30:00+05:30,,,,,,,,439,466,418,2,7,424,1,1
297,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-MN062,,CN-0WM497641807CA27TL,2016-01-15 05:30:00+05:30,,,,,,,,432,,416,2,7,424,1,1
298,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-WO063,i5-2400 3.10Gh,JRY4B2S,2016-01-15 05:30:00+05:30,,,,,,,,432,444,421,2,7,424,1,1
299,2018-10-17 20:29:06.309256+05:30,2018-10-17 20:29:06.309256+05:30,t,NEXT-IN-WO072,"i5-2400 3.10Gh,4GB,ubutnu14.4",JRY4B2S,2016-01-08 05:30:00+05:30,,,,,,,,432,971,421,2,7,424,1,1
