id,created_date,modified_date,is_active,refitems_name,refitems_code,is_systemdata,refitems_desc,created_by_id,modified_by_id,refitems_category_id
170,2014-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Organizational Skills,BCP04,f,Organizational Skills,1,1,36
171,2015-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Stress Management,BCP05,f,Stress Management,1,1,36
172,2016-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Valuing Service and Diversity,BCP06,f,Valuing Service and Diversity,1,1,36
173,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Financial,FINAN,f,Financial,1,1,37
174,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Customer,CSTMR,f,Customer,1,1,37
175,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Internal Process,IPRCS,f,Internal Process,1,1,37
176,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Learning & Growth,LRNGR,f,Learning & Growth,1,1,37
177,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Organization,ORGNZ,t,Organization,1,1,38
178,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Region,REGIN,f,Region,1,1,38
179,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Province,PRVNC,f,Province,1,1,38
180,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,District,DSTRT,f,District,1,1,38
181,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Local Level Government Areas,LLGAR,f,Local Level Government Areas,1,1,38
182,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Town,TOWNS,f,Town,1,1,38
183,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Currency,CUREN,f,Currency,1,1,39
184,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Units,UNITS,f,Units,1,1,39
185,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Count,COUNT,f,Count,1,1,39
186,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Mid-Year,MIDYR,f,Mid-Year,1,1,40
187,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,End-Year,ENDYR,f,End-Year,1,1,40
188,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Quarterly,QRTLY,f,Quarterly,1,1,40
