id,created_date,modified_date,is_active,skillset_applicable,skillset_depts,created_by_id,modified_by_id,skillset_competency_id_id,skillset_role_id,skillset_skill_level_refitem_id
1,2018-10-25 11:54:40.475778+05:30,2018-10-25 11:54:40.475839+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,856,2,209
2,2018-10-25 11:54:40.542457+05:30,2018-10-25 11:54:40.542517+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,857,2,209
3,2018-10-25 11:54:40.550663+05:30,2018-10-25 11:54:40.550717+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,858,2,209
4,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{5,9}",1,1,1034,2,209
5,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,863,2,209
6,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{5,9}",1,1,1035,2,209
7,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{5,9}",1,1,1036,2,209
8,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{5,9}",1,1,1037,2,209
9,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{5,9}",1,1,1038,2,209
10,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{5,9}",1,1,1039,2,209
11,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1040,2,209
12,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1041,2,209
13,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1042,2,209
14,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1043,2,209
15,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{5,9,2}",1,1,1044,2,209
16,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1045,2,209
17,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{5,9}",1,1,1046,2,209
18,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,1047,2,209
19,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{5,9,2}",1,1,1048,2,209
20,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1049,2,209
21,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1050,2,209
22,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5}",1,1,1051,2,209
23,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{5},1,1,1052,2,209
24,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5}",1,1,1053,2,209
25,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{5},1,1,1054,2,209
26,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{5},1,1,1055,2,209
27,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{5},1,1,1056,2,209
28,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{5,9}",1,1,1057,2,209
29,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{5},1,1,1058,2,209
30,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{5},1,1,1059,2,209
31,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{5},1,1,1060,2,209
32,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{5},1,1,1061,2,209
33,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{5},1,1,1062,2,209
34,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{5},1,1,1063,2,209
35,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{5},1,1,1064,2,209
36,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{5},1,1,1065,2,209
37,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{5},1,1,1066,2,209
38,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{2},1,1,1067,2,209
39,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{2},1,1,1068,2,209
40,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{6},1,1,1069,2,209
41,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{6},1,1,1070,2,209
42,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{6},1,1,1071,2,209
43,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{6},1,1,1072,2,209
44,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{6},1,1,1073,2,209
45,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{6},1,1,1074,2,209
46,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{6},1,1,1075,2,209
47,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{6},1,1,1076,2,209
48,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{6},1,1,1077,2,209
49,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,832,2,209
50,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,829,2,209
51,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,199,2,209
52,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,835,2,209
53,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,831,2,209
54,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,834,2,209
55,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,167,2,209
56,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,168,2,209
57,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,169,2,209
58,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,170,2,209
59,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,827,2,209
60,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,1078,2,209
61,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,1079,2,209
62,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,859,2,209
63,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,826,2,209
64,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,833,2,209
65,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,856,3,209
66,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,857,3,209
67,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,858,3,209
68,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1034,3,209
69,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1035,3,209
70,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1036,3,209
71,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1037,3,209
72,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1038,3,209
73,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1039,3,209
74,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1041,3,209
75,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1043,3,209
76,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,{9},1,1,1044,3,209
77,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,832,3,209
78,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,829,3,209
79,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,199,3,209
80,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,835,3,209
81,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,831,3,209
82,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,834,3,209
83,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,167,3,209
84,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,168,3,209
85,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,169,3,209
86,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,170,3,209
87,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,827,3,209
88,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,1078,3,209
89,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,1079,3,209
90,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,859,3,209
91,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,826,3,209
92,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,833,3,209
93,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,856,4,210
94,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,857,4,210
95,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,858,4,210
96,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,832,4,210
97,2018-10-25 11:54:40.559189+05:30,2018-10-25 11:54:40.559248+05:30,t,t,"{2,5,6,7,8,9,10}",1,1,829,4,210
