id,created_date,modified_date,is_active,skill_name,experience,rating,file_name,created_by_id,emp_id_id,modified_by_id,skill_type_id,upload_id
1,2018-09-28 01:14:05.801013+05:30,2018-09-28 01:14:05.801062+05:30,t,AutoCAD 2D & 3D Design,36,9,,,156,,390,
