id,created_date,modified_date,is_active,kpo_statement,kpo_outcome,kpo_target_date,kpo_performance_std,kpo_plan,created_by_id,kpo_role_id,modified_by_id
137,2018-10-25 11:54:40.61741+05:30,2018-10-25 11:54:40.617456+05:30,t,"Understanding of security protocols, analytics and social channel integration.",Increase productivity,6 months from date of joining,20% improvement,To increase efficiency,1,22,1
138,2018-10-25 11:54:40.61741+05:30,2018-10-25 11:54:40.617456+05:30,t,"Experience in developing reusable artifacts/frameworks, re-usable assets, Industry solutions, reference architecture, design, development and QA best practice",Increase productivity,6 months from date of joining,20% improvement,To increase efficiency,1,22,1
139,2018-10-25 11:54:40.61741+05:30,2018-10-25 11:54:40.617456+05:30,t,Escalation Handling and Mentoring,Increase productivity,6 months from date of joining,20% improvement,To increase efficiency,1,22,1
140,2018-10-25 11:54:40.61741+05:30,2018-10-25 11:54:40.617456+05:30,t,Team Handling,Increase productivity,6 months from date of joining,20% improvement,To increase efficiency,1,22,1
141,2018-10-25 11:54:40.61741+05:30,2018-10-25 11:54:40.617456+05:30,t,Develop and document detailed architectures ,Increase productivity,6 months from date of joining,20% improvement,To increase efficiency,1,23,1
142,2018-10-25 11:54:40.61741+05:30,2018-10-25 11:54:40.617456+05:30,t,Enforce sound development practices and ensure the quality delivery of enterprise solutions ,Increase productivity,6 months from date of joining,20% improvement,To increase efficiency,1,23,1
143,2018-10-25 11:54:40.61741+05:30,2018-10-25 11:54:40.617456+05:30,t,"Work closely with Project Managers, Senior Business Analysts, and UX teams ",Increase productivity,6 months from date of joining,20% improvement,To increase efficiency,1,23,1
144,2018-10-25 11:54:40.61741+05:30,2018-10-25 11:54:40.617456+05:30,t,"Collaborate with cross-functional teams to define, design, and ship new features",Increase productivity,6 months from date of joining,20% improvement,To increase efficiency,1,23,1
145,2018-10-25 11:54:40.61741+05:30,2018-10-25 11:54:40.617456+05:30,t,"Take ownership of the solution from end to end, and be responsible for translating functional requirements into enterprise solution",Increase productivity,6 months from date of joining,20% improvement,To increase efficiency,1,23,1
146,2018-10-25 11:54:40.61741+05:30,2018-10-25 11:54:40.617456+05:30,t,Lead and mentor development teams   ,Increase productivity,6 months from date of joining,20% improvement,To increase efficiency,1,23,1
147,2018-10-25 11:54:40.61741+05:30,2018-10-25 11:54:40.617456+05:30,t,"Understanding of security protocols, analytics and social channel integration.",Increase productivity,6 months from date of joining,20% improvement,To increase efficiency,1,23,1
148,2018-10-25 11:54:40.61741+05:30,2018-10-25 11:54:40.617456+05:30,t,"Experience in developing reusable artifacts/frameworks, re-usable assets, Industry solutions, reference architecture, design, development and QA best practice",Increase productivity,6 months from date of joining,20% improvement,To increase efficiency,1,23,1
149,2018-10-25 11:54:40.61741+05:30,2018-10-25 11:54:40.617456+05:30,t,Escalation Handling and Mentoring,Increase productivity,6 months from date of joining,20% improvement,To increase efficiency,1,23,1
150,2018-10-25 11:54:40.61741+05:30,2018-10-25 11:54:40.617456+05:30,t,Team Handling,Increase productivity,6 months from date of joining,20% improvement,To increase efficiency,1,23,1
